GSM1643000,1,,,,,,,,,,
GSM1643002,1,,,,,,,,,,
GSM1643003,1,,,,,,,,,,
GSM1643004,1,,,,,,,,,,
GSM1643005,1,,,,,,,,,,
GSM1643001,1,,,,,,,,,,
GSM1402531,0,,,,,,,,,,
GSM1402532,0,,,,,,,,,,
GSM1402533,0,,,,,,,,,,
GSM1402534,1,,,,,,,,,,
GSM1402536,1,,,,,,,,,,
GSM1402519,0,,,,,,,,,,
GSM1402520,0,,,,,,,,,,
GSM1402521,0,,,,,,,,,,
GSM1402522,0,,,,,,,,,,
GSM1402523,0,,,,,,,,,,
GSM1402524,0,,,,,,,,,,
GSM1402525,1,,,,,,,,,,
GSM1402526,1,,,,,,,,,,
GSM1402527,1,,,,,,,,,,
GSM1402528,1,,,,,,,,,,
GSM1402529,1,,,,,,,,,,
GSM1402530,1,,,,,,,,,,
GSM1078960,1,,,,,,,,,,
GSM1078961,1,,,,,,,,,,
GSM1078962,1,,,,,,,,,,
GSM1078966,1,,,,,,,,,,
GSM1078967,1,,,,,,,,,,
GSM1078968,1,,,,,,,,,,
GSM1078969,0,,,,,,,,,,
GSM1078970,0,,,,,,,,,,
GSM1078971,0,,,,,,,,,,
GSM1078963,0,,,,,,,,,,
GSM1078964,0,,,,,,,,,,
GSM1078965,0,,,,,,,,,,
GSM1327506,0,,,,,,,,,,
GSM1327507,0,,,,,,,,,,
GSM1327508,0,,,,,,,,,,
GSM1327509,1,,,,,,,,,,
GSM1327510,1,,,,,,,,,,
GSM1327511,1,,,,,,,,,,
GSM1398285,1,,,,,,,,,,
GSM1398333,1,,,,,,,,,,
GSM1398334,1,,,,,,,,,,
GSM1398335,1,,,,,,,,,,
GSM1398340,1,,,,,,,,,,
GSM1398341,1,,,,,,,,,,
GSM1398342,1,,,,,,,,,,
GSM1398347,1,,,,,,,,,,
GSM1398348,1,,,,,,,,,,
GSM1398349,1,,,,,,,,,,
GSM1398354,1,,,,,,,,,,
GSM1398355,1,,,,,,,,,,
GSM1398356,1,,,,,,,,,,
GSM1398361,1,,,,,,,,,,
GSM1398362,1,,,,,,,,,,
GSM1398363,1,,,,,,,,,,
GSM1398367,1,,,,,,,,,,
GSM1398368,1,,,,,,,,,,
GSM1398369,1,,,,,,,,,,
GSM1398374,1,,,,,,,,,,
GSM1398375,1,,,,,,,,,,
GSM1398376,1,,,,,,,,,,
GSM1398380,1,,,,,,,,,,
GSM1398381,1,,,,,,,,,,
GSM1398382,1,,,,,,,,,,
GSM1398387,1,,,,,,,,,,
GSM1398388,1,,,,,,,,,,
GSM1398389,1,,,,,,,,,,
GSM1398326,1,,,,,,,,,,
GSM1398327,1,,,,,,,,,,
GSM1398328,1,,,,,,,,,,
GSM1398320,1,,,,,,,,,,
GSM1398321,1,,,,,,,,,,
GSM1398322,1,,,,,,,,,,
GSM1398314,1,,,,,,,,,,
GSM1398315,1,,,,,,,,,,
GSM1398316,1,,,,,,,,,,
GSM1398307,1,,,,,,,,,,
GSM1398308,1,,,,,,,,,,
GSM1398309,1,,,,,,,,,,
GSM1398310,1,,,,,,,,,,
GSM1398300,1,,,,,,,,,,
GSM1398301,1,,,,,,,,,,
GSM1398302,1,,,,,,,,,,
GSM1398292,1,,,,,,,,,,
GSM1398293,1,,,,,,,,,,
GSM1398294,1,,,,,,,,,,
GSM1398295,1,,,,,,,,,,
GSM1398286,1,,,,,,,,,,
GSM1398287,1,,,,,,,,,,
GSM1398281,1,,,,,,,,,,
GSM1398282,1,,,,,,,,,,
GSM1398283,1,,,,,,,,,,
GSM1398284,1,,,,,,,,,,
GSM1398288,1,,,,,,,,,,
GSM1398289,1,,,,,,,,,,
GSM1398290,1,,,,,,,,,,
GSM1398291,1,,,,,,,,,,
GSM1398296,1,,,,,,,,,,
GSM1398297,1,,,,,,,,,,
GSM1398298,1,,,,,,,,,,
GSM1398299,1,,,,,,,,,,
GSM1398303,1,,,,,,,,,,
GSM1398304,1,,,,,,,,,,
GSM1398305,1,,,,,,,,,,
GSM1398306,1,,,,,,,,,,
GSM1398311,1,,,,,,,,,,
GSM1398312,1,,,,,,,,,,
GSM1398313,1,,,,,,,,,,
GSM1398317,1,,,,,,,,,,
GSM1398318,1,,,,,,,,,,
GSM1398319,1,,,,,,,,,,
GSM1398323,1,,,,,,,,,,
GSM1398324,1,,,,,,,,,,
GSM1398325,1,,,,,,,,,,
GSM1398329,1,,,,,,,,,,
GSM1398330,1,,,,,,,,,,
GSM1398331,1,,,,,,,,,,
GSM1398332,1,,,,,,,,,,
GSM1398336,1,,,,,,,,,,
GSM1398337,1,,,,,,,,,,
GSM1398338,1,,,,,,,,,,
GSM1398339,1,,,,,,,,,,
GSM1398343,1,,,,,,,,,,
GSM1398344,1,,,,,,,,,,
GSM1398345,1,,,,,,,,,,
GSM1398346,1,,,,,,,,,,
GSM1398350,1,,,,,,,,,,
GSM1398351,1,,,,,,,,,,
GSM1398352,1,,,,,,,,,,
GSM1398353,1,,,,,,,,,,
GSM1398357,1,,,,,,,,,,
GSM1398358,1,,,,,,,,,,
GSM1398359,1,,,,,,,,,,
GSM1398360,1,,,,,,,,,,
GSM1398364,1,,,,,,,,,,
GSM1398365,1,,,,,,,,,,
GSM1398366,1,,,,,,,,,,
GSM1398370,1,,,,,,,,,,
GSM1398371,1,,,,,,,,,,
GSM1398372,1,,,,,,,,,,
GSM1398373,1,,,,,,,,,,
GSM1398377,1,,,,,,,,,,
GSM1398378,1,,,,,,,,,,
GSM1398379,1,,,,,,,,,,
GSM1398383,1,,,,,,,,,,
GSM1398384,1,,,,,,,,,,
GSM1398385,1,,,,,,,,,,
GSM1398386,1,,,,,,,,,,
GSM1519323,0,,,,,,,,,,
GSM1519343,0,,,,,,,,,,
GSM1519344,0,,,,,,,,,,
GSM1519345,0,,,,,,,,,,
GSM1519324,0,,,,,,,,,,
GSM1519325,0,,,,,,,,,,
GSM1519326,0,,,,,,,,,,
GSM1519331,0,,,,,,,,,,
GSM1519332,0,,,,,,,,,,
GSM1519333,0,,,,,,,,,,
GSM1519337,0,,,,,,,,,,
GSM1519338,0,,,,,,,,,,
GSM1519339,0,,,,,,,,,,
GSM1519334,1,,,,,,,,,,
GSM1519335,1,,,,,,,,,,
GSM1519336,1,,,,,,,,,,
GSM1519340,1,,,,,,,,,,
GSM1519341,1,,,,,,,,,,
GSM1519342,1,,,,,,,,,,
GSM1519346,1,,,,,,,,,,
GSM1519347,1,,,,,,,,,,
GSM1519348,1,,,,,,,,,,
GSM1519327,1,,,,,,,,,,
GSM1519328,1,,,,,,,,,,
GSM1519329,1,,,,,,,,,,
GSM1519330,1,,,,,,,,,,
GSM1219976,0,,,,,,,,,,
GSM1219980,0,,,,,,,,,,
GSM1219981,1,,,,,,,,,,
GSM1219982,1,,,,,,,,,,
GSM1219983,1,,,,,,,,,,
GSM1219977,1,,,,,,,,,,
GSM1219978,1,,,,,,,,,,
GSM1219979,1,,,,,,,,,,
GSM260706,1,,,,,,,,,,
GSM260707,1,,,,,,,,,,
GSM260711,1,,,,,,,,,,
GSM260712,1,,,,,,,,,,
GSM260716,1,,,,,,,,,,
GSM260717,1,,,,,,,,,,
GSM260713,0,,,,,,,,,,
GSM260714,0,,,,,,,,,,
GSM260715,0,,,,,,,,,,
GSM260708,0,,,,,,,,,,
GSM260709,0,,,,,,,,,,
GSM260710,0,,,,,,,,,,
GSM1173386,0,,,,,,,,,,
GSM1173387,0,,,,,,,,,,
GSM1173388,0,,,,,,,,,,
GSM1173389,1,,,,,,,,,,
GSM1173390,1,,,,,,,,,,
GSM1173391,1,,,,,,,,,,
GSM1173392,1,,,,,,,,,,
GSM1173393,1,,,,,,,,,,
GSM1361271,0,,,,,,,,,,
GSM1361272,0,,,,,,,,,,
GSM1361273,0,,,,,,,,,,
GSM1361274,1,,,,,,,,,,
GSM1361275,1,,,,,,,,,,
GSM1361276,1,,,,,,,,,,
GSM1247632,0,,,,,,,,,,
GSM1247633,0,,,,,,,,,,
GSM1247634,0,,,,,,,,,,
GSM1247635,0,,,,,,,,,,
GSM1247636,0,,,,,,,,,,
GSM1247637,1,,,,,,,,,,
GSM1247638,1,,,,,,,,,,
GSM1247639,1,,,,,,,,,,
